Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
BR;Marília;Marília;-22.19980949, -49.95996975;NO2;Sao Paulo CETESB;µg/m³;7;2023-04-05T12:00:00-03:00;Brazil
BR;;Perus;-23.413209739894405, -46.756053990921224;PM2.5;Sao Paulo CETESB;µg/m³;6;2023-04-03T03:00:00-03:00;Brazil
BR;Grajaú-Parelheiros;Grajaú-Parelheiros;-23.77626598, -46.69696108;PM10;Sao Paulo CETESB;µg/m³;43;2023-04-05T12:00:00-03:00;Brazil
BR;Araraquara;Araraquara;-21.78252215, -48.18583181;PM10;Sao Paulo CETESB;µg/m³;50;2023-04-05T12:00:00-03:00;Brazil
BR;;Cubatão-Vale do Mogi;-23.83158901, -46.36956879;O3;Sao Paulo CETESB;µg/m³;68;2023-04-05T12:00:00-03:00;Brazil
BR;Tatuí;Tatuí;-23.36075154, -47.87079907;NO2;Sao Paulo CETESB;µg/m³;4;2023-04-05T12:00:00-03:00;Brazil
BR;São Caetano do Sul;São Caetano do Sul;-23.61844277, -46.55635394;PM2.5;Sao Paulo CETESB;µg/m³;26;2023-04-05T12:00:00-03:00;Brazil
BR;Campinas;Campinas-V.União;-22.94672842, -47.11928086;O3;Sao Paulo CETESB;µg/m³;84;2023-04-05T12:00:00-03:00;Brazil
BR;São Paulo;Itaquera;-23.58001483, -46.46665141;O3;Sao Paulo CETESB;µg/m³;90;2023-04-05T12:00:00-03:00;Brazil
BR;Carapicuíba;Carapicuíba;-23.53139503, -46.83577973;PM10;Sao Paulo CETESB;µg/m³;37;2023-04-05T12:00:00-03:00;Brazil
BR;Osasco;Osasco;-23.52672142, -46.79207766;CO;Sao Paulo CETESB;ppm;0.6;2023-04-05T11:00:00-03:00;Brazil
